add another song to the cita romántica playlist.	AddToPlaylist music_itemOPEN song CLOSEmusic_item playlistOPEN cita romántica CLOSEplaylist
what movie schedules start at sunset ?	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type timeRangeOPEN sunset CLOSEtimeRange
let me see the movie schedule for seed of chucky	SearchScreeningEvent object_typeOPEN schedule CLOSEobject_type movie_nameOPEN seed of chucky CLOSEmovie_name
movie schedules of movies  in the neighbourhood at zero am	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN in the neighbourhood CLOSEspatial_relation timeRangeOPEN zero am CLOSEtimeRange
show movie times at sunrise	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type timeRangeOPEN sunrise CLOSEtimeRange
show me the films at the closest  cinema	SearchScreeningEvent movie_typeOPEN films CLOSEmovie_type spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN cinema CLOSEobject_location_type
find movies  around here	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN around here CLOSEspatial_relation
show the movie schedule for 9 pm at cobb theatres	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type timeRangeOPEN 9 pm CLOSEtimeRange location_nameOPEN cobb theatres CLOSElocation_name
is the strange case of the end of civilization as we know it playing at the movie theatre	SearchScreeningEvent movie_nameOPEN the strange case of the end of civilization as we know it CLOSEmovie_name object_location_typeOPEN movie theatre CLOSEobject_location_type
what are the movie schedules for speakeasy theaters	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type location_nameOPEN speakeasy theaters CLOSElocation_name
what is the movie schedule for movies  in the neighborhood	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN in the neighborhood CLOSEspatial_relation
find the dead matter at speakeasy theaters	SearchScreeningEvent movie_nameOPEN the dead matter CLOSEmovie_name location_nameOPEN speakeasy theaters CLOSElocation_name
i'd like to watch may blossom	SearchScreeningEvent movie_nameOPEN may blossom CLOSEmovie_name
what movies are playing at the closest  movie theatre	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type
i'd like to watch a storm in the stars at north american cinemas	SearchScreeningEvent movie_nameOPEN a storm in the stars CLOSEmovie_name location_nameOPEN north american cinemas CLOSElocation_name
what time is the grey zone playing?	SearchScreeningEvent movie_nameOPEN the grey zone CLOSEmovie_name
will i be able to watch camping-car at movie house at 6 pm ?	SearchScreeningEvent movie_nameOPEN camping-car CLOSEmovie_name object_location_typeOPEN movie house CLOSEobject_location_type timeRangeOPEN 6 pm CLOSEtimeRange
what's the nearest  movie theatre playing testament of orpheus ?	SearchScreeningEvent spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type movie_nameOPEN testament of orpheus CLOSEmovie_name
find animated movie at landmark theatres	SearchScreeningEvent movie_typeOPEN animated movie CLOSEmovie_type location_nameOPEN landmark theatres CLOSElocation_name
give me the movie times for fox theatres	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type location_nameOPEN fox theatres CLOSElocation_name
i'd like to watch animated movies at national amusements	SearchScreeningEvent movie_typeOPEN animated movies CLOSEmovie_type location_nameOPEN national amusements CLOSElocation_name
i'd like to watch apocalypse 2024	SearchScreeningEvent movie_nameOPEN apocalypse 2024 CLOSEmovie_name
i'd like to see forgetting the girl .	SearchScreeningEvent movie_nameOPEN forgetting the girl CLOSEmovie_name
when is blood and ice cream-trilogie playing at the nearest  movie theatre ?	SearchScreeningEvent movie_nameOPEN blood and ice cream-trilogie CLOSEmovie_name spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type
show movie schedules	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type
when is bless the child playing at the movie theatre	SearchScreeningEvent movie_nameOPEN bless the child CLOSEmovie_name object_location_typeOPEN movie theatre CLOSEobject_location_type
show movie schedule of films  in the area	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type movie_typeOPEN films CLOSEmovie_type spatial_relationOPEN in the area CLOSEspatial_relation
find the movie schedule .	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type
where is white bim black ear	SearchScreeningEvent movie_nameOPEN white bim black ear CLOSEmovie_name
she me movie times	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type
find the movie times for caribbean cinemas .	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type location_nameOPEN caribbean cinemas CLOSElocation_name
which movie theatre with clean and sober is closest to me?	SearchScreeningEvent object_location_typeOPEN movie theatre CLOSEobject_location_type movie_nameOPEN clean and sober CLOSEmovie_name spatial_relationOPEN closest CLOSEspatial_relation
what time is the crystal gazer playing at the closest  cinema ?	SearchScreeningEvent movie_nameOPEN the crystal gazer CLOSEmovie_name spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN cinema CLOSEobject_location_type
where is among the great apes with michelle yeoh playing and when	SearchScreeningEvent movie_nameOPEN among the great apes with michelle yeoh CLOSEmovie_name
find lost in space	SearchScreeningEvent movie_nameOPEN lost in space CLOSEmovie_name
find the movie schedule for the cineplex odeon corporation .	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type location_nameOPEN cineplex odeon corporation CLOSElocation_name
show me the movie times 	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type
what is the nearest  movie house playing black scorpion	SearchScreeningEvent spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie house CLOSEobject_location_type movie_nameOPEN black scorpion CLOSEmovie_name
find the movie schedules for movies  close by	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN close by CLOSEspatial_relation
find dipson theatres with swiss army man at 8 p.m.	SearchScreeningEvent location_nameOPEN dipson theatres CLOSElocation_name movie_nameOPEN swiss army man CLOSEmovie_name timeRangeOPEN 8 p.m. CLOSEtimeRange
what time is mon amour: shesher kobita revisited playing	SearchScreeningEvent movie_nameOPEN mon amour: shesher kobita revisited CLOSEmovie_name
what time are animated movies playing in the area 	SearchScreeningEvent movie_typeOPEN animated movies CLOSEmovie_type spatial_relationOPEN in the area CLOSEspatial_relation
show animated movie at century theatres	SearchScreeningEvent movie_typeOPEN animated movie CLOSEmovie_type location_nameOPEN century theatres CLOSElocation_name
find seven am  movies at dipson theatres	SearchScreeningEvent timeRangeOPEN seven am CLOSEtimeRange movie_typeOPEN movies CLOSEmovie_type location_nameOPEN dipson theatres CLOSElocation_name
is prophecy playing at malco theatres	SearchScreeningEvent movie_nameOPEN prophecy CLOSEmovie_name location_nameOPEN malco theatres CLOSElocation_name
i need a list of places in the area that i can see animated movies  in six minutes 	SearchScreeningEvent spatial_relationOPEN in the area CLOSEspatial_relation movie_typeOPEN animated movies CLOSEmovie_type timeRangeOPEN in six minutes CLOSEtimeRange
list movie times at cinemark theatres	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type location_nameOPEN cinemark theatres CLOSElocation_name
show me a movie theatre where screamplay is playing	SearchScreeningEvent object_location_typeOPEN movie theatre CLOSEobject_location_type movie_nameOPEN screamplay CLOSEmovie_name
find movie times for great escape theatres	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type location_nameOPEN great escape theatres CLOSElocation_name
i'd like to watch movies  now right nearby	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type timeRangeOPEN now CLOSEtimeRange spatial_relationOPEN nearby CLOSEspatial_relation
find the schedule for for the day of the jackal at pacific theatres .	SearchScreeningEvent object_typeOPEN schedule CLOSEobject_type movie_nameOPEN the day of the jackal CLOSEmovie_name location_nameOPEN pacific theatres CLOSElocation_name
what time is roy colt & winchester jack playing at movie house	SearchScreeningEvent movie_nameOPEN roy colt & winchester jack CLOSEmovie_name object_location_typeOPEN movie house CLOSEobject_location_type
i'd like to watch abbott and costello meet the keystone kops at amco entertainment at 04:08:11 am	SearchScreeningEvent movie_nameOPEN abbott and costello meet the keystone kops CLOSEmovie_name location_nameOPEN amco entertainment CLOSElocation_name timeRangeOPEN 04:08:11 am CLOSEtimeRange
find the movie schedule for b&b theatres .	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type location_nameOPEN b&b theatres CLOSElocation_name
where is the nearest  cinema showing horror films today?	SearchScreeningEvent spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN cinema CLOSEobject_location_type movie_typeOPEN films CLOSEmovie_type
show me the schedule for arclight hollywood for animated movies	SearchScreeningEvent object_typeOPEN schedule CLOSEobject_type location_nameOPEN arclight hollywood CLOSElocation_name movie_typeOPEN animated movies CLOSEmovie_type
show movie times for movies  in the area	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN in the area CLOSEspatial_relation
what movies are playing one hour from now at cooper foundation ?	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type timeRangeOPEN one hour from now CLOSEtimeRange location_nameOPEN cooper foundation CLOSElocation_name
find the schedule for screen souvenirs at cinemark theatres .	SearchScreeningEvent object_typeOPEN schedule CLOSEobject_type movie_nameOPEN screen souvenirs CLOSEmovie_name location_nameOPEN cinemark theatres CLOSElocation_name
what's the closest  movie theatre that's showing dough nuts ?	SearchScreeningEvent spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type movie_nameOPEN dough nuts CLOSEmovie_name
when is ode to billy joe playing at the closest  movie house ?	SearchScreeningEvent movie_nameOPEN ode to billy joe CLOSEmovie_name spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN movie house CLOSEobject_location_type
show me the movie schedules	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type
is the wash playing at the cinema  in one minute	SearchScreeningEvent movie_nameOPEN the wash CLOSEmovie_name object_location_typeOPEN cinema CLOSEobject_location_type timeRangeOPEN in one minute CLOSEtimeRange
is fighting with buffalo bill playing at the closest  movie house	SearchScreeningEvent movie_nameOPEN fighting with buffalo bill CLOSEmovie_name spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN movie house CLOSEobject_location_type
find plitt theatres  movie schedules	SearchScreeningEvent location_nameOPEN plitt theatres CLOSElocation_name object_typeOPEN movie schedules CLOSEobject_type
what are the current movie schedules ?	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type
what movie times are around here playing animated movies	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type spatial_relationOPEN around here CLOSEspatial_relation movie_typeOPEN animated movies CLOSEmovie_type
where can i watch animated movies  around here	SearchScreeningEvent movie_typeOPEN animated movies CLOSEmovie_type spatial_relationOPEN around here CLOSEspatial_relation
find the movie schedule for century theatres .	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type location_nameOPEN century theatres CLOSElocation_name
show movie schedule	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type
find a movie schedule .	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type
is covered wagon days playing at b&b theatres  in 1 second ?	SearchScreeningEvent movie_nameOPEN covered wagon days CLOSEmovie_name location_nameOPEN b&b theatres CLOSElocation_name timeRangeOPEN in 1 second CLOSEtimeRange
find regal entertainment group  animated movies	SearchScreeningEvent location_nameOPEN regal entertainment group CLOSElocation_name movie_typeOPEN animated movies CLOSEmovie_type
